1;Violine;0
2;Viola;0
3;Violoncello;0
4;Kontrabass;0
5;Flöte;1
6;Trompete;1
7;Fagott;1
8;Klarinette;1
9;Oboe;1
10;Posaune;1
11;Horn;1
12;Tuba;1
13;Triangel;2
14;Trommel;2
15;Pauke;2
16;Sonstige;3
